epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,5738.83,0.5754,0.99789,1.1443,0.57206,0.86121,0.76944,0.65159,0.57754,1.18713,1.13881,0.0013618,0.0013618,0.0013618
21,6067.18,0.53951,0.93259,1.10979,0.68039,0.86343,0.79717,0.70896,0.4752,0.89087,1.10164,0.00135826,0.00135826,0.00135826
22,6391.06,0.5449,0.92862,1.11334,0.65699,0.82696,0.79696,0.67682,0.55752,0.87252,1.17209,0.00135473,0.00135473,0.00135473
23,6746.74,0.5501,0.93618,1.14566,0.61707,0.88606,0.79594,0.68219,0.49994,0.98821,1.11717,0.00135119,0.00135119,0.00135119
24,7089.2,0.56172,0.93506,1.15296,0.73872,0.81703,0.82418,0.73611,0.51089,0.87577,1.16941,0.00134765,0.00134765,0.00134765
25,7437.42,0.52854,0.94855,1.10676,0.71829,0.81657,0.82903,0.72631,0.49529,0.87082,1.14904,0.00134412,0.00134412,0.00134412
26,7793.8,0.52623,0.91831,1.11346,0.6625,0.80889,0.80095,0.7029,0.4611,0.93996,1.11245,0.00134058,0.00134058,0.00134058
27,8170.81,0.49021,0.89757,1.09785,0.73774,0.77162,0.84331,0.73931,0.48588,0.83809,1.12079,0.00133704,0.00133704,0.00133704
28,8520.91,0.52051,0.91512,1.09889,0.76893,0.82839,0.86017,0.75572,0.47188,0.83126,1.08308,0.00133351,0.00133351,0.00133351
29,8888.51,0.50827,0.92834,1.10932,0.68566,0.80747,0.82953,0.74528,0.49264,0.89432,1.09766,0.00132997,0.00132997,0.00132997
30,9265.78,0.51325,0.86839,1.10018,0.73914,0.87996,0.83824,0.73188,0.51612,0.80612,1.13471,0.00132643,0.00132643,0.00132643
31,9675.92,0.52978,0.8464,1.09517,0.6756,0.82271,0.82122,0.69184,0.55112,0.96825,1.15013,0.0013229,0.0013229,0.0013229
32,10069.9,0.49178,0.81254,1.06984,0.73924,0.91945,0.90327,0.79573,0.50003,0.8049,1.13106,0.00131936,0.00131936,0.00131936
33,10474.4,0.51235,0.86469,1.09013,0.57095,0.88929,0.80042,0.7075,0.4471,1.00026,1.08517,0.00131582,0.00131582,0.00131582
34,10885.6,0.50217,0.8724,1.09908,0.59902,0.86351,0.81744,0.73882,0.43549,0.90698,1.08853,0.00131229,0.00131229,0.00131229
35,11271.8,0.45707,0.7836,1.03707,0.75335,0.84449,0.86264,0.7937,0.42559,0.78514,1.03995,0.00130875,0.00130875,0.00130875
36,11626.5,0.48558,0.8618,1.0688,0.79708,0.88009,0.90098,0.80984,0.4497,0.70382,1.08034,0.00130521,0.00130521,0.00130521
37,12025.8,0.492,0.87212,1.08396,0.74873,0.94592,0.89895,0.812,0.4293,0.68255,1.06305,0.00130168,0.00130168,0.00130168
38,12426.4,0.49673,0.87995,1.07446,0.79083,0.72925,0.86493,0.76404,0.45267,1.02487,1.07789,0.00129814,0.00129814,0.00129814
39,12795.8,0.46862,0.81711,1.06798,0.74514,0.84161,0.89532,0.80382,0.44264,0.754,1.0777,0.0012946,0.0012946,0.0012946
40,13164.7,0.51142,0.82677,1.0931,0.87873,0.88314,0.9293,0.82315,0.46226,0.67351,1.05834,0.00129107,0.00129107,0.00129107
41,13547.1,0.47237,0.85369,1.05421,0.79993,0.89152,0.92042,0.82543,0.43081,0.69432,1.06946,0.00128753,0.00128753,0.00128753
42,13926.2,0.47991,0.77836,1.08176,0.86793,0.85039,0.91849,0.82228,0.43939,0.6758,1.07145,0.00128399,0.00128399,0.00128399
43,14316.6,0.46327,0.76695,1.05052,0.83628,0.78808,0.91462,0.83279,0.39818,0.66188,1.0108,0.00128046,0.00128046,0.00128046
44,14664.8,0.47632,0.74105,1.05171,0.77473,0.86473,0.91465,0.8359,0.39079,0.74639,0.98663,0.00127692,0.00127692,0.00127692
45,15002,0.46421,0.76166,1.07203,0.8158,0.83602,0.89959,0.80437,0.45668,0.71197,1.04119,0.00127338,0.00127338,0.00127338
46,15373.4,0.46652,0.72945,1.06711,0.7322,0.80747,0.87489,0.79201,0.41801,0.87654,1.05712,0.00126985,0.00126985,0.00126985
47,15759.9,0.45895,0.79547,1.07315,0.77358,0.79515,0.88148,0.81185,0.40095,0.72948,1.05596,0.00126631,0.00126631,0.00126631
48,16120.7,0.46389,0.73988,1.05958,0.80944,0.92334,0.92085,0.83785,0.43099,0.67878,1.06569,0.00126277,0.00126277,0.00126277
49,16483.8,0.45899,0.70232,1.04714,0.60033,0.90877,0.86762,0.78109,0.39742,0.84865,0.98997,0.00125923,0.00125923,0.00125923
50,16853.9,0.43771,0.71891,1.05749,0.85398,0.87032,0.91622,0.83412,0.3919,0.82604,1.02217,0.0012557,0.0012557,0.0012557
51,17215.8,0.4406,0.67887,1.04468,0.90158,0.91331,0.94958,0.86201,0.40441,0.5353,1.03383,0.00125216,0.00125216,0.00125216
52,17608.2,0.4676,0.71954,1.04006,0.73562,0.92787,0.91993,0.84633,0.39145,0.63936,1.018,0.00124862,0.00124862,0.00124862
53,17987.4,0.4698,0.73067,1.06157,0.77443,0.9382,0.92274,0.83432,0.42336,0.63452,1.03659,0.00124509,0.00124509,0.00124509
54,18388.6,0.44489,0.71979,1.04799,0.90901,0.87436,0.95111,0.87294,0.39585,0.55538,1.04581,0.00124155,0.00124155,0.00124155
55,18759.5,0.43168,0.72736,1.03791,0.86662,0.84695,0.92127,0.86251,0.36805,0.59606,0.98917,0.00123801,0.00123801,0.00123801
56,19111.6,0.42253,0.76561,1.02145,0.86656,0.9043,0.93765,0.84791,0.38839,0.58305,1.01921,0.00123448,0.00123448,0.00123448
57,19496.2,0.42012,0.66299,1.02656,0.87178,0.90742,0.94675,0.86649,0.39968,0.58206,1.0279,0.00123094,0.00123094,0.00123094
58,19860.6,0.44966,0.71612,1.0614,0.8742,0.92786,0.95467,0.87082,0.41604,0.526,1.01226,0.0012274,0.0012274,0.0012274
59,20260.5,0.43536,0.63022,1.04883,0.89616,0.86351,0.95967,0.88971,0.40255,0.50601,1.01005,0.00122387,0.00122387,0.00122387
60,20624.3,0.46793,0.68985,1.0534,0.83933,0.87082,0.94308,0.85844,0.38546,0.57347,1.03274,0.00122033,0.00122033,0.00122033
61,20969.1,0.42074,0.6638,1.03234,0.85757,0.87259,0.93729,0.85689,0.37233,0.5552,0.97649,0.00121679,0.00121679,0.00121679
62,21355.9,0.39845,0.62512,1.00471,0.83655,0.81475,0.91969,0.85402,0.36359,0.6917,0.99666,0.00121326,0.00121326,0.00121326
63,21770.9,0.42912,0.60056,1.04036,0.89339,0.90982,0.93959,0.84079,0.39639,0.58534,1.01408,0.00120972,0.00120972,0.00120972
64,22154.2,0.44033,0.63301,1.03283,0.91348,0.92397,0.95763,0.89519,0.3692,0.47905,0.98009,0.00120618,0.00120618,0.00120618
65,22525.3,0.4247,0.63815,1.02735,0.87231,0.92346,0.95367,0.86341,0.37601,0.51781,1.00479,0.00120265,0.00120265,0.00120265
66,22893,0.42308,0.61644,1.02269,0.89405,0.90854,0.95545,0.87736,0.39046,0.51804,1.01327,0.00119911,0.00119911,0.00119911
67,23253.7,0.42642,0.60781,1.02994,0.95975,0.89895,0.96996,0.87194,0.42476,0.45542,1.03627,0.00119557,0.00119557,0.00119557
68,23685.6,0.42925,0.62622,1.01774,0.83421,0.66569,0.66737,0.6303,0.38534,0.99826,1.00764,0.00119204,0.00119204,0.00119204
69,24062,0.40917,0.63506,1.01567,0.91166,0.91596,0.96725,0.88791,0.38988,0.48406,0.99539,0.0011885,0.0011885,0.0011885
70,24451.5,0.4007,0.6709,1.01166,0.88914,0.88505,0.95884,0.88288,0.36228,0.53319,0.97889,0.00118496,0.00118496,0.00118496
71,24847.1,0.42525,0.65697,1.02045,0.96281,0.88653,0.9614,0.89147,0.37516,0.4724,0.97835,0.00118143,0.00118143,0.00118143
72,25185,0.41688,0.59239,1.0235,0.95643,0.88182,0.96591,0.88154,0.38902,0.44729,1.00932,0.00117789,0.00117789,0.00117789
73,25560.6,0.41891,0.59512,1.0299,0.95866,0.92386,0.97826,0.89339,0.39256,0.43129,1.04187,0.00117435,0.00117435,0.00117435
74,25939.2,0.39916,0.62186,1.02917,0.91148,0.90016,0.9507,0.87624,0.38175,0.5192,0.98557,0.00117082,0.00117082,0.00117082
75,26277,0.38856,0.54607,1.00645,0.88122,0.91571,0.96083,0.89189,0.37415,0.48708,0.99073,0.00116728,0.00116728,0.00116728
76,26621.5,0.43858,0.56122,1.05202,0.91261,0.95037,0.97456,0.87371,0.42075,0.44628,1.03104,0.00116374,0.00116374,0.00116374
77,26971.5,0.40805,0.56304,1.02764,0.90307,0.90525,0.96346,0.88783,0.37298,0.45379,0.99754,0.00116021,0.00116021,0.00116021
78,27340.4,0.42817,0.57286,1.03721,0.91902,0.95432,0.97583,0.90899,0.35576,0.39668,0.98187,0.00115667,0.00115667,0.00115667
79,27707.8,0.39655,0.54951,1.00502,0.9565,0.90424,0.98264,0.91583,0.3546,0.39808,0.96843,0.00115313,0.00115313,0.00115313
80,28048.3,0.40169,0.56591,1.02467,0.89122,0.96752,0.97695,0.9083,0.37649,0.41099,0.98446,0.00114959,0.00114959,0.00114959
81,28377.4,0.41124,0.55861,1.00887,0.97038,0.91901,0.96881,0.90446,0.35107,0.40848,0.97978,0.00114606,0.00114606,0.00114606
82,28746.2,0.37574,0.53484,0.98337,0.94985,0.9511,0.97955,0.91911,0.34997,0.39342,1.00531,0.00114252,0.00114252,0.00114252
83,29081.5,0.37179,0.50933,0.9855,0.95149,0.87505,0.9624,0.90274,0.34794,0.44551,0.96827,0.00113898,0.00113898,0.00113898
84,29415.7,0.39614,0.56012,0.99908,0.94163,0.89065,0.96659,0.89878,0.34809,0.45898,0.98138,0.00113545,0.00113545,0.00113545
85,29751.9,0.36636,0.5296,0.97639,0.95736,0.92869,0.96988,0.89079,0.36453,0.4066,0.98086,0.00113191,0.00113191,0.00113191
86,30112.2,0.40386,0.56622,1.00903,0.92763,0.95212,0.98602,0.89787,0.37776,0.39919,1.01275,0.00112837,0.00112837,0.00112837
87,30436,0.39117,0.51542,0.99178,0.92741,0.89954,0.95543,0.89208,0.34029,0.48057,0.97511,0.00112484,0.00112484,0.00112484
88,30790.7,0.37947,0.55074,0.99693,0.88503,0.91055,0.95996,0.88864,0.33751,0.43833,0.96462,0.0011213,0.0011213,0.0011213
89,31113.8,0.37295,0.5533,0.99007,0.9802,0.90446,0.98355,0.89782,0.39094,0.41119,1.01723,0.00111776,0.00111776,0.00111776
90,31459.2,0.3856,0.5674,0.98609,0.91886,0.93102,0.97102,0.89675,0.36647,0.63742,0.99406,0.00111423,0.00111423,0.00111423
91,31796.7,0.41272,0.57315,1.02483,0.94125,0.92941,0.98337,0.90219,0.3927,0.42051,1.03102,0.00111069,0.00111069,0.00111069
92,32136.6,0.44239,0.57287,1.03689,0.93706,0.84727,0.95379,0.87379,0.38679,0.48618,1.0187,0.00110715,0.00110715,0.00110715
93,32476.1,0.40247,0.55357,1.01167,0.95197,0.90166,0.96816,0.90282,0.35421,0.42169,1.00673,0.00110362,0.00110362,0.00110362
94,32841.8,0.37441,0.52025,1.00291,0.93865,0.94451,0.96747,0.91138,0.34564,0.42935,0.96743,0.00110008,0.00110008,0.00110008
95,33189.8,0.37928,0.4958,1.00817,0.95658,0.9267,0.98883,0.91952,0.35852,0.3498,0.99718,0.00109654,0.00109654,0.00109654
96,33545.6,0.38698,0.52553,1.0106,0.95273,0.97879,0.97694,0.92,0.32906,0.3642,0.95657,0.00109301,0.00109301,0.00109301
97,33865.2,0.39531,0.52024,1.00548,0.94505,0.96427,0.97158,0.91717,0.34329,0.3886,0.9718,0.00108947,0.00108947,0.00108947
98,34197,0.39088,0.51635,1.01304,0.97564,0.90424,0.97104,0.88764,0.37777,0.39827,1.01649,0.00108593,0.00108593,0.00108593
99,34512.6,0.36948,0.48946,0.98481,0.97539,0.90723,0.96982,0.89767,0.35817,0.39564,1.00478,0.0010824,0.0010824,0.0010824
100,34821.4,0.38188,0.55628,0.99917,0.93184,0.98703,0.99021,0.92675,0.34581,0.34715,0.97399,0.00107886,0.00107886,0.00107886
101,35163.3,0.39772,0.51967,1.00338,0.96984,0.94118,0.97858,0.91258,0.32821,0.38361,0.96604,0.00107532,0.00107532,0.00107532
102,35484,0.38226,0.53138,0.98502,0.91307,0.97465,0.98484,0.93616,0.32541,0.34856,0.96808,0.00107179,0.00107179,0.00107179
103,35802.4,0.38346,0.48201,1.00546,0.94604,0.91609,0.97263,0.91791,0.3247,0.39592,0.96114,0.00106825,0.00106825,0.00106825
104,36122.9,0.41743,0.5306,1.00354,0.93503,0.93041,0.97622,0.89926,0.36077,0.40555,0.99837,0.00106471,0.00106471,0.00106471
105,36435,0.39054,0.51631,1.01407,0.96213,0.97443,0.99231,0.91991,0.33795,0.33259,0.9648,0.00106118,0.00106118,0.00106118
106,36745.8,0.38627,0.48199,1.00118,0.98317,0.93133,0.98364,0.9206,0.33502,0.34936,0.97461,0.00105764,0.00105764,0.00105764
107,37118.6,0.37187,0.48683,0.98396,0.94672,0.90626,0.97914,0.91648,0.33627,0.40012,0.95546,0.0010541,0.0010541,0.0010541
108,37469.5,0.40374,0.50021,1.00783,0.92156,0.94491,0.96697,0.90537,0.33941,0.44093,0.96031,0.00105057,0.00105057,0.00105057
109,37777.2,0.39189,0.52094,1.00312,0.97648,0.97879,0.98418,0.92841,0.31109,0.32384,0.95145,0.00104703,0.00104703,0.00104703
110,38055.4,0.37137,0.54819,0.99791,0.94587,0.9656,0.99132,0.9312,0.32309,0.31847,0.95405,0.00104349,0.00104349,0.00104349
111,38372.1,0.37993,0.47845,0.99987,0.98261,0.92966,0.98339,0.92249,0.34359,0.37268,0.96047,0.00103995,0.00103995,0.00103995
112,38710.4,0.36881,0.50062,0.98528,0.93137,0.93322,0.9642,0.8941,0.36443,0.38326,1.00633,0.00103642,0.00103642,0.00103642
113,39028.2,0.37549,0.48163,0.99374,0.98224,0.92572,0.98782,0.92171,0.35392,0.35573,0.98555,0.00103288,0.00103288,0.00103288
114,39353.8,0.37155,0.46901,1.00113,0.96515,0.93879,0.98207,0.92191,0.32491,0.38224,0.97497,0.00102934,0.00102934,0.00102934
115,39673.3,0.37345,0.52785,0.99682,0.97369,0.96545,0.98644,0.92836,0.33515,0.34963,0.96945,0.00102581,0.00102581,0.00102581
116,40004.3,0.36265,0.44789,0.9869,0.92802,0.96338,0.98225,0.9323,0.32349,0.35746,0.96641,0.00102227,0.00102227,0.00102227
117,40324.9,0.37666,0.47976,1.00236,0.93196,0.96444,0.98759,0.9328,0.32701,0.34479,0.96068,0.00101873,0.00101873,0.00101873
118,40664.4,0.39232,0.57038,1.00069,0.9543,0.96183,0.97809,0.92038,0.32488,0.35102,0.98911,0.0010152,0.0010152,0.0010152
119,40964.2,0.37579,0.47639,0.99521,0.92605,0.9775,0.98889,0.93373,0.31418,0.32799,0.96913,0.00101166,0.00101166,0.00101166
120,41285.9,0.36586,0.47642,0.98258,0.94621,0.95758,0.98574,0.90833,0.35809,0.35481,0.97809,0.00100812,0.00100812,0.00100812
121,41588.9,0.37343,0.5036,0.98458,0.97029,0.95441,0.96883,0.92021,0.31932,0.39509,0.9411,0.00100459,0.00100459,0.00100459
122,41874.6,0.3487,0.43202,0.97777,0.94282,0.94202,0.97941,0.93304,0.30183,0.36472,0.92156,0.00100105,0.00100105,0.00100105
123,42205.3,0.34918,0.4737,0.97331,0.92729,0.97652,0.98264,0.93345,0.31264,0.3493,0.94773,0.000997513,0.000997513,0.000997513
124,42512.4,0.38036,0.49638,0.99692,0.90735,0.95965,0.97167,0.8984,0.34779,0.40297,0.96094,0.000993977,0.000993977,0.000993977
125,42884.5,0.37738,0.46647,1.00561,0.96401,0.94202,0.98078,0.91084,0.34978,0.36863,0.97499,0.00099044,0.00099044,0.00099044
126,43186.5,0.37586,0.46677,0.98593,0.97095,0.96499,0.98076,0.92157,0.33402,0.34565,0.96371,0.000986903,0.000986903,0.000986903
127,43491.1,0.37025,0.45907,0.98947,0.96353,0.93879,0.97866,0.91751,0.32711,0.37609,0.95504,0.000983366,0.000983366,0.000983366
128,43790.2,0.36173,0.43175,0.98658,0.94851,0.9705,0.98363,0.94182,0.29495,0.33307,0.93133,0.00097983,0.00097983,0.00097983
129,44084.3,0.36424,0.4547,0.97654,0.96085,0.94657,0.97668,0.91768,0.33851,0.35544,0.97938,0.000976293,0.000976293,0.000976293
130,44363.1,0.37044,0.48142,0.9905,0.95849,0.92869,0.97418,0.91104,0.32788,0.3782,0.96874,0.000972756,0.000972756,0.000972756
131,44667.6,0.36887,0.47436,0.99401,0.92882,0.90624,0.9742,0.91053,0.32893,0.39554,0.99467,0.000969219,0.000969219,0.000969219
132,44970.5,0.38385,0.48223,1.00899,0.95428,0.96728,0.98703,0.92876,0.32832,0.32194,0.95329,0.000965682,0.000965682,0.000965682
133,45295.4,0.37092,0.4727,0.99166,0.93402,0.96697,0.97741,0.91812,0.33696,0.35854,0.98209,0.000962146,0.000962146,0.000962146
134,45565.2,0.33909,0.44791,0.97692,0.98601,0.97588,0.98313,0.92884,0.32042,0.31889,0.95829,0.000958609,0.000958609,0.000958609
135,45890.2,0.35512,0.45291,0.98338,0.96638,0.95274,0.97787,0.92724,0.31256,0.33971,0.94905,0.000955072,0.000955072,0.000955072
136,46188.7,0.35353,0.46045,0.99312,0.95406,0.95859,0.98466,0.92748,0.31795,0.33265,0.95206,0.000951535,0.000951535,0.000951535
137,46486.9,0.37464,0.41559,0.98871,0.98167,0.95535,0.97865,0.91367,0.3398,0.36341,0.96665,0.000947999,0.000947999,0.000947999
138,46805.3,0.38693,0.45856,0.99304,0.96702,0.91535,0.96759,0.92252,0.30773,0.36249,0.94847,0.000944462,0.000944462,0.000944462
139,47111.7,0.35787,0.44631,0.98178,0.97046,0.9505,0.98522,0.92394,0.32402,0.32258,0.97029,0.000940925,0.000940925,0.000940925
140,47462.2,0.36082,0.43298,0.98446,0.94499,0.96869,0.97635,0.92311,0.3269,0.34359,0.96606,0.000937388,0.000937388,0.000937388
141,47746.2,0.35188,0.43779,0.97369,0.96189,0.96545,0.98766,0.93615,0.30757,0.31831,0.97623,0.000933851,0.000933851,0.000933851
142,48076.7,0.36038,0.43848,0.98525,0.97813,0.95869,0.98081,0.93386,0.30993,0.31349,0.95725,0.000930315,0.000930315,0.000930315
143,48368.7,0.34302,0.40305,0.97045,0.95334,0.95535,0.97189,0.91727,0.30764,0.37095,0.95465,0.000926778,0.000926778,0.000926778
144,48681,0.35689,0.41285,0.99469,0.97912,0.96117,0.98723,0.93361,0.30513,0.30224,0.93753,0.000923241,0.000923241,0.000923241
145,48967.9,0.35483,0.46021,0.9712,0.96609,0.90745,0.9827,0.93624,0.30457,0.36062,0.93141,0.000919704,0.000919704,0.000919704
146,49249.2,0.35275,0.45263,0.97847,0.95132,0.91943,0.97612,0.92508,0.31971,0.36796,0.94493,0.000916168,0.000916168,0.000916168
147,49566.7,0.35045,0.40743,0.98909,0.9612,0.94662,0.9849,0.93415,0.29953,0.33266,0.9379,0.000912631,0.000912631,0.000912631
148,49839.2,0.33878,0.3904,0.97388,0.96622,0.95245,0.98433,0.93176,0.31533,0.32225,0.94416,0.000909094,0.000909094,0.000909094
149,50121.5,0.35085,0.40496,0.97175,0.95014,0.97539,0.98769,0.92253,0.33797,0.34333,0.98704,0.000905557,0.000905557,0.000905557
150,50414.1,0.34565,0.41512,0.97054,0.9386,0.95011,0.98068,0.91703,0.29972,0.33935,0.92897,0.000902021,0.000902021,0.000902021
151,50683,0.3239,0.37535,0.95546,0.99016,0.96628,0.98633,0.93704,0.28477,0.3133,0.91049,0.000898484,0.000898484,0.000898484
152,50974.4,0.34775,0.43776,0.96015,0.9351,0.96869,0.97228,0.92966,0.28475,0.3754,0.90541,0.000894947,0.000894947,0.000894947
153,51301.1,0.35639,0.46991,0.99338,0.98377,0.95688,0.98766,0.92957,0.3029,0.34854,0.94456,0.00089141,0.00089141,0.00089141
154,51603.9,0.34859,0.4211,0.97989,0.97355,0.95765,0.99131,0.94317,0.28894,0.30013,0.92856,0.000887873,0.000887873,0.000887873
155,51904.7,0.33729,0.41101,0.96528,0.96612,0.92103,0.97653,0.92356,0.31356,0.38678,0.97085,0.000884337,0.000884337,0.000884337
156,52195.3,0.34346,0.41267,0.97936,0.96302,0.96472,0.9801,0.93417,0.29365,0.33344,0.91713,0.0008808,0.0008808,0.0008808
157,52510.2,0.35456,0.39863,0.98908,0.95517,0.96275,0.9882,0.9312,0.30538,0.3351,0.93028,0.000877263,0.000877263,0.000877263
158,52818.4,0.34185,0.41818,0.95623,0.9686,0.94069,0.98008,0.93134,0.3052,0.32336,0.92787,0.000873726,0.000873726,0.000873726
159,53088,0.34974,0.39229,0.97415,0.97063,0.94202,0.97713,0.93518,0.29596,0.33299,0.92425,0.00087019,0.00087019,0.00087019
160,53389.1,0.33728,0.40173,0.96121,0.93116,0.96595,0.98867,0.9347,0.29539,0.333,0.9386,0.000866653,0.000866653,0.000866653
161,53693.6,0.33727,0.42818,0.97119,0.91895,0.95493,0.98592,0.9347,0.29176,0.352,0.9174,0.000863116,0.000863116,0.000863116
162,53967.6,0.35881,0.3778,0.99863,0.97276,0.96478,0.99157,0.94358,0.29032,0.28358,0.90887,0.000859579,0.000859579,0.000859579
163,54224.1,0.33092,0.38446,0.96691,0.96876,0.96499,0.97916,0.92296,0.28938,0.31708,0.91023,0.000856042,0.000856042,0.000856042
164,54493.1,0.31124,0.35417,0.94826,0.94317,0.96713,0.98264,0.93469,0.28971,0.32308,0.91557,0.000852506,0.000852506,0.000852506
165,54769.5,0.34537,0.3912,0.9664,0.98163,0.97708,0.98922,0.94866,0.28572,0.29353,0.91651,0.000848969,0.000848969,0.000848969
166,55044.4,0.35324,0.38327,0.97845,0.92697,0.9392,0.9814,0.93103,0.29952,0.36123,0.94327,0.000845432,0.000845432,0.000845432
167,55344,0.33484,0.39914,0.95329,0.94998,0.94525,0.97773,0.9178,0.30695,0.36308,0.94267,0.000841895,0.000841895,0.000841895
168,55632.2,0.3367,0.41535,0.96318,0.96737,0.92768,0.97904,0.92833,0.28091,0.34756,0.92673,0.000838359,0.000838359,0.000838359
169,55896.9,0.32717,0.38248,0.97477,0.93277,0.9734,0.98461,0.93702,0.29423,0.31456,0.96291,0.000834822,0.000834822,0.000834822
170,56170.4,0.34085,0.3968,0.9692,0.94567,0.93554,0.9776,0.91817,0.31082,0.37543,0.96395,0.000831285,0.000831285,0.000831285
171,56433.2,0.33235,0.38798,0.95913,0.97877,0.96545,0.98804,0.9418,0.28366,0.30884,0.93787,0.000827748,0.000827748,0.000827748
172,56700.7,0.33094,0.39423,0.96493,0.95128,0.98313,0.97954,0.91771,0.30307,0.32254,0.95918,0.000824211,0.000824211,0.000824211
173,56995.9,0.34676,0.40855,0.976,0.93783,0.94524,0.97419,0.9171,0.29431,0.38331,0.93523,0.000820675,0.000820675,0.000820675
174,57248.8,0.33016,0.37053,0.97108,0.99534,0.97211,0.99306,0.93613,0.27603,0.28178,0.91429,0.000817138,0.000817138,0.000817138
175,57551.7,0.34788,0.38197,0.96954,0.93163,0.99732,0.99138,0.93126,0.30185,0.29961,0.93119,0.000813601,0.000813601,0.000813601
176,57828.6,0.32341,0.36484,0.96362,0.98412,0.91212,0.98398,0.94476,0.27033,0.30835,0.8977,0.000810064,0.000810064,0.000810064
177,58107.7,0.32249,0.36136,0.95413,0.90501,0.94761,0.98006,0.94138,0.2763,0.3328,0.90527,0.000806528,0.000806528,0.000806528
178,58386.3,0.33747,0.36682,0.96639,0.97135,0.95275,0.99093,0.93769,0.29375,0.28563,0.92187,0.000802991,0.000802991,0.000802991
179,58643.4,0.33274,0.37081,0.97094,0.96252,0.96632,0.98949,0.94187,0.29737,0.29871,0.92545,0.000799454,0.000799454,0.000799454
180,58940.2,0.32795,0.39785,0.96865,0.94696,0.968,0.98917,0.93578,0.28695,0.30487,0.91106,0.000795917,0.000795917,0.000795917
181,59232.5,0.33493,0.38519,0.99738,0.88326,0.96711,0.98356,0.92939,0.2896,0.36344,0.91774,0.00079238,0.00079238,0.00079238
182,59520.1,0.33026,0.38076,0.9736,0.97393,0.93402,0.98656,0.93596,0.29704,0.32273,0.95005,0.000788844,0.000788844,0.000788844
183,59796,0.30755,0.3565,0.95252,0.94486,0.97484,0.9914,0.93344,0.30566,0.30243,0.93779,0.000785307,0.000785307,0.000785307
184,60079.5,0.329,0.39196,0.97986,0.9381,0.90891,0.96999,0.91736,0.29046,0.38206,0.94119,0.00078177,0.00078177,0.00078177
